Vata,Pitta,Kapha,Dosha_Type
25,72,141,Kapha
4,68,86,Kapha
77,10,91,Kapha
51,34,61,Kapha
52,24,22,Vata
121,73,67,Vata
110,62,63,Vata
2,110,54,Pitta
81,60,43,Vata
13,132,134,Kapha-Pitta
49,74,71,Pitta-Kapha
40,123,148,Kapha
134,127,138,Kapha-Vata
96,67,114,Kapha
14,82,131,Kapha
54,25,109,Kapha
35,22,14,Vata
87,143,24,Pitta
91,76,101,Kapha
73,38,50,Vata
1,0,72,Kapha
139,8,141,Kapha-Vata
61,142,13,Pitta
138,135,126,Vata-Pitta
122,106,130,Kapha
26,22,38,Kapha
0,59,50,Pitta
85,94,23,Pitta
127,28,101,Vata
84,116,37,Pitta
121,40,134,Kapha
24,48,121,Kapha
28,63,126,Kapha
110,83,134,Kapha
88,87,118,Kapha
37,149,104,Pitta
117,127,13,Pitta
62,71,11,Pitta
52,64,131,Kapha
105,114,9,Pitta
67,14,42,Vata
66,19,41,Vata
119,84,62,Vata
91,127,127,Pitta-Kapha
73,74,82,Kapha
9,67,22,Pitta
47,149,115,Pitta
148,58,109,Vata
60,134,22,Pitta
37,70,70,Pitta-Kapha
15,75,12,Pitta
106,3,123,Kapha
76,138,103,Pitta
110,93,146,Kapha
133,127,44,Vata
82,86,76,Pitta-Vata
40,20,27,Vata
118,67,37,Vata
61,40,47,Vata
86,28,146,Kapha
3,54,34,Pitta
104,103,14,Vata-Pitta
130,95,12,Vata
90,66,31,Vata
144,88,5,Vata
90,120,70,Pitta
149,55,61,Vata
17,11,73,Kapha
49,58,5,Pitta
73,149,126,Pitta
117,17,109,Vata
95,19,105,Kapha
70,22,100,Kapha
34,64,29,Pitta
31,119,148,Kapha
35,90,150,Kapha
123,25,65,Vata
104,10,106,Kapha-Vata
34,6,84,Kapha
56,24,119,Kapha
41,91,62,Pitta
17,116,63,Pitta
72,65,14,Vata
147,45,119,Vata
69,30,141,Kapha
42,45,61,Kapha
150,15,5,Vata
91,150,138,Pitta
6,27,116,Kapha
83,60,6,Vata
142,107,114,Vata
121,41,143,Kapha
2,130,125,Pitta-Kapha
146,129,24,Vata
16,57,62,Kapha
93,106,14,Pitta
53,39,35,Vata
131,139,104,Pitta
50,138,60,Pitta
61,52,148,Kapha
51,136,12,Pitta
52,133,33,Pitta
46,18,46,Vata-Kapha
18,128,59,Pitta
105,148,98,Pitta
96,80,37,Vata
112,74,29,Vata
71,137,141,Kapha-Pitta
116,134,66,Pitta
107,11,73,Vata
92,57,10,Vata
133,48,133,Vata-Kapha
27,88,45,Pitta
134,26,116,Vata
100,12,141,Kapha
39,104,139,Kapha
78,140,10,Pitta
33,25,55,Kapha
76,34,13,Vata
19,59,17,Pitta
39,148,114,Pitta
66,146,29,Pitta
56,121,82,Pitta
99,36,99,Vata-Kapha
12,98,48,Pitta
1,87,18,Pitta
24,48,143,Kapha
72,78,107,Kapha
80,54,88,Kapha
14,73,54,Pitta
132,3,38,Vata
149,78,140,Vata
64,86,87,Kapha-Pitta
83,54,108,Kapha
46,63,41,Pitta
128,66,61,Vata
63,57,59,Vata
128,60,119,Vata
89,18,68,Vata
127,63,86,Vata
74,122,99,Pitta
20,1,8,Vata
147,2,54,Vata
8,46,49,Kapha-Pitta
0,13,142,Kapha
100,11,16,Vata
12,111,123,Kapha
133,31,25,Vata
126,18,69,Vata
149,22,45,Vata
6,97,141,Kapha
115,141,74,Pitta
90,80,26,Vata
115,120,90,Pitta-Vata
125,9,92,Vata
129,80,133,Kapha-Vata
9,14,24,Kapha
11,56,84,Kapha
9,87,6,Pitta
133,75,131,Vata-Kapha
23,31,128,Kapha
40,104,122,Kapha
82,18,53,Vata
59,110,36,Pitta
119,148,69,Pitta
30,150,108,Pitta
50,118,79,Pitta
138,114,24,Vata
111,45,99,Vata
45,128,77,Pitta
110,86,107,Vata-Kapha
105,8,105,Vata-Kapha
87,81,125,Kapha
87,123,1,Pitta
99,63,149,Kapha
3,87,74,Pitta
37,31,38,Kapha-Vata
53,73,33,Pitta
59,8,13,Vata
45,113,97,Pitta
146,101,41,Vata
33,135,28,Pitta
141,28,130,Vata
3,86,27,Pitta
60,98,16,Pitta
16,33,92,Kapha
11,88,47,Pitta
87,135,23,Pitta
97,131,26,Pitta
74,108,19,Pitta
45,122,100,Pitta
56,83,142,Kapha
135,138,80,Pitta-Vata
148,78,91,Vata
30,136,9,Pitta
86,85,12,Vata-Pitta
28,48,81,Kapha
109,54,74,Vata
94,102,51,Pitta
94,96,101,Kapha-Pitta
56,60,31,Pitta
37,79,26,Pitta
91,139,111,Pitta
127,89,99,Vata
136,97,37,Vata
46,37,39,Vata
53,37,28,Vata
72,80,65,Pitta
46,78,94,Kapha
66,34,61,Vata-Kapha
10,91,143,Kapha
27,105,88,Pitta
95,143,108,Pitta
80,49,60,Vata
85,133,62,Pitta
27,23,16,Vata
110,31,110,Vata-Kapha
57,1,143,Kapha
116,2,89,Vata
99,126,85,Pitta
138,138,31,Vata-Pitta
61,16,95,Kapha
101,70,89,Vata
97,28,88,Vata
99,116,146,Kapha
20,150,149,Pitta-Kapha
0,56,36,Pitta
25,50,107,Kapha
115,130,69,Pitta
31,102,12,Pitta
29,5,6,Vata
115,25,136,Kapha
99,120,106,Pitta
97,39,70,Vata
60,34,70,Kapha
47,0,27,Vata
50,117,16,Pitta
144,1,41,Vata
71,57,142,Kapha
94,63,121,Kapha
40,111,102,Pitta
76,51,137,Kapha
33,51,17,Pitta
100,71,105,Kapha-Vata
24,144,84,Pitta
118,125,28,Pitta
23,116,105,Pitta
75,19,96,Kapha
14,51,118,Kapha
46,103,93,Pitta
78,96,143,Kapha
64,22,132,Kapha
126,124,77,Vata-Pitta
29,80,93,Kapha
89,121,126,Kapha-Pitta
145,72,136,Vata
6,60,73,Kapha
35,103,125,Kapha
130,145,131,Pitta
112,98,62,Vata
79,133,52,Pitta
113,27,33,Vata
97,38,115,Kapha
45,110,36,Pitta
104,36,68,Vata
107,127,1,Pitta
16,23,66,Kapha
33,149,32,Pitta
67,57,106,Kapha
139,150,35,Pitta
60,65,144,Kapha
33,26,86,Kapha
57,5,41,Vata
69,68,36,Vata-Pitta
29,106,67,Pitta
79,142,135,Pitta
27,28,64,Kapha
7,57,35,Pitta
73,12,7,Vata
84,113,71,Pitta
39,61,20,Pitta
128,42,93,Vata
130,88,139,Kapha
135,66,71,Vata
6,96,0,Pitta
139,148,91,Pitta
110,93,132,Kapha
144,14,88,Vata
114,105,11,Vata
118,146,100,Pitta
107,77,16,Vata
30,57,43,Pitta
44,52,148,Kapha
50,85,87,Kapha-Pitta
43,52,24,Pitta
70,35,109,Kapha
62,92,129,Kapha
145,107,115,Vata
64,138,109,Pitta
125,53,46,Vata
2,56,29,Pitta
112,148,144,Pitta-Kapha
100,126,111,Pitta
61,58,38,Vata
0,27,109,Kapha
150,40,63,Vata
146,48,14,Vata
0,54,83,Kapha
104,54,142,Kapha
7,43,107,Kapha
77,47,44,Vata
17,145,6,Pitta
89,65,114,Kapha
104,7,40,Vata
43,142,15,Pitta
35,38,110,Kapha
93,105,23,Pitta
123,108,22,Vata
117,95,132,Kapha
65,12,88,Kapha
66,98,8,Pitta
6,25,130,Kapha
27,13,8,Vata
48,41,142,Kapha
100,0,134,Kapha
125,108,104,Vata
22,27,106,Kapha
47,93,81,Pitta
27,19,61,Kapha
28,29,6,Pitta-Vata
139,16,113,Vata
68,129,47,Pitta
80,87,89,Kapha-Pitta
44,149,31,Pitta
27,107,66,Pitta
24,131,46,Pitta
89,38,141,Kapha
54,87,38,Pitta
4,127,48,Pitta
130,26,3,Vata
62,21,43,Vata
143,12,137,Vata
96,99,61,Pitta-Vata
121,4,10,Vata
44,51,14,Pitta
100,15,2,Vata
12,20,97,Kapha
117,25,5,Vata
30,97,30,Pitta
42,106,36,Pitta
3,32,60,Kapha
53,100,10,Pitta
52,77,68,Pitta
135,103,135,Vata-Kapha
139,101,98,Vata
148,113,65,Vata
89,115,97,Pitta
34,91,99,Kapha
142,26,10,Vata
136,39,48,Vata
2,125,121,Pitta-Kapha
0,42,34,Pitta
90,120,140,Kapha
108,61,14,Vata
7,92,113,Kapha
77,75,45,Vata-Pitta
21,100,3,Pitta
42,104,42,Pitta
143,64,36,Vata
35,18,131,Kapha
141,51,70,Vata
27,18,49,Kapha
101,69,1,Vata
148,31,84,Vata
10,88,120,Kapha
40,134,68,Pitta
23,68,7,Pitta
41,38,1,Vata-Pitta
103,118,26,Pitta
86,6,107,Kapha
95,80,34,Vata
91,64,93,Kapha-Vata
1,49,81,Kapha
51,67,15,Pitta
33,37,149,Kapha
146,8,80,Vata
126,9,95,Vata
88,130,20,Pitta
1,0,81,Kapha
95,53,105,Kapha
108,64,108,Vata-Kapha
41,2,60,Kapha
122,148,7,Pitta
61,144,138,Pitta
103,32,26,Vata
115,29,105,Vata
84,20,0,Vata
29,117,110,Pitta
84,127,52,Pitta
62,10,1,Vata
20,75,38,Pitta
73,73,19,Vata-Pitta
90,69,25,Vata
36,149,104,Pitta
38,141,52,Pitta
146,54,129,Vata
107,29,29,Vata
56,78,71,Pitta
88,95,67,Pitta
29,6,137,Kapha
124,125,128,Kapha-Pitta
139,148,140,Pitta
129,41,90,Vata
141,114,9,Vata
18,71,51,Pitta
140,111,148,Kapha
135,2,59,Vata
16,110,114,Kapha-Pitta
64,82,135,Kapha
0,83,15,Pitta
56,143,40,Pitta
125,78,67,Vata
113,70,126,Kapha
22,49,113,Kapha
138,99,0,Vata
4,137,103,Pitta
46,18,26,Vata
146,24,38,Vata
47,54,139,Kapha
27,13,62,Kapha
70,29,92,Kapha
117,76,96,Vata
20,40,119,Kapha
145,100,50,Vata
145,72,41,Vata
131,34,75,Vata
88,126,74,Pitta
53,67,108,Kapha
136,43,53,Vata
34,60,107,Kapha
21,72,110,Kapha
55,113,85,Pitta
16,98,84,Pitta
66,142,44,Pitta
101,115,69,Pitta
1,63,12,Pitta
50,18,14,Vata
41,54,128,Kapha
58,113,65,Pitta
42,96,95,Pitta-Kapha
87,51,24,Vata
148,55,97,Vata
20,149,70,Pitta
135,13,24,Vata
104,110,140,Kapha
30,132,38,Pitta
66,17,5,Vata
99,129,52,Pitta
73,3,3,Vata
70,114,19,Pitta
22,26,101,Kapha
109,148,130,Pitta
30,101,124,Kapha
51,131,80,Pitta
34,141,138,Pitta-Kapha
35,49,57,Kapha
72,131,37,Pitta
42,149,51,Pitta
52,73,3,Pitta
115,92,46,Vata
133,131,36,Vata-Pitta
25,134,94,Pitta
25,12,51,Kapha
144,79,147,Kapha-Vata
87,142,140,Pitta-Kapha
115,34,76,Vata
2,27,128,Kapha
138,38,73,Vata
12,90,23,Pitta
4,16,46,Kapha
9,29,117,Kapha
7,36,26,Pitta
86,14,96,Kapha
25,81,94,Kapha
100,119,127,Kapha
69,80,25,Pitta
114,109,54,Vata-Pitta
49,38,23,Vata
64,85,81,Pitta-Kapha
4,42,134,Kapha
116,142,71,Pitta
11,36,110,Kapha
144,31,43,Vata
30,100,130,Kapha
36,49,107,Kapha
29,98,120,Kapha
36,1,68,Kapha
18,138,66,Pitta
50,54,46,Pitta
92,115,119,Kapha-Pitta
98,150,19,Pitta
46,52,132,Kapha
63,78,84,Kapha
34,131,19,Pitta
88,10,133,Kapha
57,92,9,Pitta
54,110,105,Pitta-Kapha
85,90,104,Kapha
62,8,43,Vata
104,131,103,Pitta
93,122,7,Pitta
36,143,71,Pitta
37,138,71,Pitta
12,68,117,Kapha
13,38,27,Pitta
10,117,41,Pitta
37,121,34,Pitta
56,67,138,Kapha
140,90,5,Vata
70,21,126,Kapha
108,22,117,Kapha
9,62,1,Pitta
21,133,119,Pitta
48,25,7,Vata
150,46,141,Vata
47,95,23,Pitta
98,111,78,Pitta
65,12,32,Vata
98,45,67,Vata
123,0,67,Vata
59,56,101,Kapha
46,17,133,Kapha
124,1,149,Kapha
60,112,56,Pitta
83,58,74,Vata
108,32,118,Kapha
146,58,134,Vata
93,4,131,Kapha
97,113,72,Pitta
145,124,83,Vata
5,53,41,Pitta
17,89,79,Pitta
41,108,75,Pitta
52,146,50,Pitta
60,126,24,Pitta
8,78,113,Kapha
76,138,71,Pitta
5,19,12,Pitta
75,109,56,Pitta
64,44,3,Vata
99,4,79,Vata
61,109,87,Pitta
47,74,79,Kapha-Pitta
6,102,123,Kapha
119,136,119,Pitta
66,85,43,Pitta
77,116,97,Pitta
81,140,51,Pitta
14,79,87,Kapha
19,97,38,Pitta
145,84,46,Vata
9,25,47,Kapha
36,43,142,Kapha
42,123,48,Pitta
97,150,63,Pitta
8,95,116,Kapha
118,25,25,Vata
15,68,47,Pitta
117,102,121,Kapha-Vata
101,110,70,Pitta
44,27,7,Vata
100,73,109,Kapha
84,105,67,Pitta
74,9,147,Kapha
49,13,93,Kapha
70,150,53,Pitta
54,112,5,Pitta
137,126,102,Vata
72,75,16,Pitta-Vata
86,26,64,Vata
58,10,76,Kapha
129,44,82,Vata
91,71,63,Vata
126,132,12,Pitta
77,4,114,Kapha
101,76,127,Kapha
45,132,99,Pitta
119,100,60,Vata
107,111,30,Pitta-Vata
66,60,59,Vata
44,29,52,Kapha
37,72,18,Pitta
122,101,42,Vata
1,66,137,Kapha
89,97,41,Pitta
64,136,98,Pitta
38,23,143,Kapha
72,72,138,Kapha
149,50,108,Vata
96,12,8,Vata
7,96,62,Pitta
103,84,138,Kapha
61,134,147,Kapha
80,14,20,Vata
104,18,98,Vata
71,132,115,Pitta
150,51,37,Vata
114,41,15,Vata
73,79,95,Kapha
65,76,8,Pitta
98,94,135,Kapha
145,135,56,Vata
12,49,97,Kapha
52,8,98,Kapha
23,99,3,Pitta
124,101,26,Vata
7,96,29,Pitta
59,145,29,Pitta
57,113,18,Pitta
93,29,77,Vata
94,108,141,Kapha
137,45,140,Kapha-Vata
112,81,111,Vata-Kapha
0,21,124,Kapha
51,44,135,Kapha
57,92,60,Pitta
98,63,134,Kapha
9,94,76,Pitta
55,58,27,Pitta-Vata
100,42,89,Vata
105,77,55,Vata
18,34,89,Kapha
88,0,71,Vata
25,149,109,Pitta
122,89,135,Kapha
40,36,65,Kapha
64,54,91,Kapha
7,118,134,Kapha
77,118,81,Pitta
149,127,107,Vata
141,119,50,Vata
16,148,105,Pitta
34,31,33,Vata-Kapha
62,30,122,Kapha
22,20,75,Kapha
82,23,107,Kapha
90,21,26,Vata
12,147,79,Pitta
137,23,23,Vata
57,58,66,Kapha
30,23,61,Kapha
77,24,54,Vata
76,25,21,Vata
70,20,51,Vata
12,87,28,Pitta
21,97,68,Pitta
66,79,84,Kapha-Pitta
87,34,69,Vata
5,38,148,Kapha
11,32,0,Pitta
97,112,1,Pitta
34,37,85,Kapha
117,106,43,Vata
109,78,71,Vata
97,45,20,Vata
78,76,130,Kapha
76,33,23,Vata
7,80,33,Pitta
74,141,93,Pitta
130,112,55,Vata
118,144,81,Pitta
7,39,43,Kapha
27,90,66,Pitta
93,53,34,Vata
138,71,117,Vata
80,3,101,Kapha
133,125,62,Vata
96,24,20,Vata
123,127,41,Pitta-Vata
122,62,111,Vata
41,37,12,Vata
68,69,120,Kapha
34,146,139,Pitta
113,63,45,Vata
98,92,120,Kapha
103,42,30,Vata
118,110,127,Kapha
41,126,82,Pitta
117,4,27,Vata
74,122,62,Pitta
78,52,68,Vata
150,93,38,Vata
60,98,122,Kapha
131,144,65,Pitta
87,2,67,Vata
14,135,119,Pitta
113,56,107,Vata
31,29,142,Kapha
106,106,64,Vata-Pitta
52,39,76,Kapha
95,97,42,Pitta-Vata
1,16,110,Kapha
77,58,85,Kapha
3,131,90,Pitta
139,26,125,Vata
59,3,58,Vata-Kapha
29,36,94,Kapha
2,68,82,Kapha
88,87,23,Vata-Pitta
138,109,128,Vata
33,30,81,Kapha
83,2,53,Vata
105,16,73,Vata
25,140,121,Pitta
57,46,52,Vata
89,8,28,Vata
35,71,14,Pitta
101,141,69,Pitta
65,120,81,Pitta
148,147,103,Vata-Pitta
86,64,28,Vata
79,85,59,Pitta
112,88,30,Vata
78,15,86,Kapha
7,46,36,Pitta
148,60,68,Vata
131,109,82,Vata
101,142,6,Pitta
19,99,16,Pitta
134,72,81,Vata
91,140,21,Pitta
11,76,114,Kapha
64,43,104,Kapha
121,16,53,Vata
121,106,142,Kapha
8,87,76,Pitta
100,94,91,Vata
144,48,137,Vata
118,137,135,Pitta-Kapha
125,90,110,Vata
50,111,0,Pitta
91,52,94,Kapha-Vata
36,86,132,Kapha
127,41,31,Vata
16,53,68,Kapha
79,107,104,Pitta-Kapha
56,105,41,Pitta
95,64,147,Kapha
135,72,46,Vata
112,69,94,Vata
62,92,21,Pitta
115,30,87,Vata
40,98,38,Pitta
97,11,137,Kapha
115,27,8,Vata
26,147,95,Pitta
90,135,38,Pitta
112,50,60,Vata
9,10,30,Kapha
1,107,78,Pitta
103,29,120,Kapha
43,146,17,Pitta
99,23,106,Kapha
46,17,117,Kapha
55,69,46,Pitta
27,65,65,Pitta-Kapha
3,51,22,Pitta
66,135,110,Pitta
43,50,140,Kapha
101,101,80,Vata-Pitta
133,105,144,Kapha
123,3,18,Vata
135,82,41,Vata
92,91,57,Vata-Pitta
9,87,148,Kapha
108,41,137,Kapha
109,37,89,Vata
118,1,100,Vata
115,112,39,Vata-Pitta
59,57,116,Kapha
126,36,139,Kapha
95,54,73,Vata
4,80,35,Pitta
132,68,28,Vata
46,129,9,Pitta
11,71,34,Pitta
88,68,107,Kapha
8,83,109,Kapha
136,77,122,Vata
49,15,37,Vata
66,52,33,Vata
149,62,125,Vata
41,66,66,Pitta-Kapha
108,40,100,Vata
69,4,75,Kapha
130,140,85,Pitta
139,42,55,Vata
80,103,131,Kapha
15,79,32,Pitta
148,129,25,Vata
141,80,47,Vata
134,126,38,Vata
125,95,101,Vata
94,134,43,Pitta
148,128,18,Vata
28,41,41,Pitta-Kapha
121,21,43,Vata
9,29,54,Kapha
74,136,137,Kapha-Pitta
88,64,4,Vata
76,99,99,Pitta-Kapha
58,70,116,Kapha
117,33,112,Vata-Kapha
84,51,85,Kapha-Vata
128,106,72,Vata
91,23,92,Kapha-Vata
33,105,65,Pitta
64,135,42,Pitta
21,129,13,Pitta
63,14,0,Vata
1,71,21,Pitta
137,149,59,Pitta
23,112,108,Pitta-Kapha
0,88,62,Pitta
103,4,17,Vata
92,141,62,Pitta
19,109,99,Pitta
74,128,31,Pitta
119,96,48,Vata
13,43,47,Kapha
7,63,125,Kapha
106,38,79,Vata
26,89,18,Pitta
3,118,43,Pitta
115,103,11,Vata
18,137,28,Pitta
25,49,132,Kapha
136,82,58,Vata
122,145,121,Pitta
94,72,71,Vata
60,45,139,Kapha
74,103,7,Pitta
40,88,129,Kapha
71,38,19,Vata
65,94,21,Pitta
105,73,142,Kapha
27,64,110,Kapha
86,81,106,Kapha
67,121,33,Pitta
99,104,76,Pitta-Vata
58,28,100,Kapha
0,71,60,Pitta
67,58,43,Vata
93,146,84,Pitta
136,84,134,Vata-Kapha
60,19,133,Kapha
93,5,89,Vata-Kapha
149,33,128,Vata
140,119,127,Vata
128,107,119,Vata
136,123,67,Vata
90,62,131,Kapha
92,84,29,Vata
60,25,33,Vata
43,73,114,Kapha
31,4,10,Vata
8,54,74,Kapha
72,55,47,Vata
74,107,126,Kapha
148,98,113,Vata
81,62,148,Kapha
36,33,96,Kapha
54,30,25,Vata
60,85,32,Pitta
136,18,28,Vata
42,90,110,Kapha
54,52,72,Kapha
98,82,130,Kapha
150,96,47,Vata
103,73,100,Vata-Kapha
126,34,25,Vata
123,65,72,Vata
89,99,16,Pitta
140,113,13,Vata
105,16,109,Kapha-Vata
75,147,31,Pitta
23,37,73,Kapha
19,106,125,Kapha
6,6,141,Kapha
131,63,3,Vata
150,128,64,Vata
140,19,45,Vata
104,147,22,Pitta
66,40,7,Vata
71,139,104,Pitta
14,131,98,Pitta
6,139,91,Pitta
31,121,55,Pitta
134,114,26,Vata
68,6,94,Kapha
21,28,30,Kapha-Pitta
94,129,150,Kapha
132,40,25,Vata
109,51,60,Vata
75,42,123,Kapha
24,130,26,Pitta
38,36,146,Kapha
114,146,99,Pitta
120,143,0,Pitta
130,109,96,Vata
38,113,122,Kapha
97,6,75,Vata
36,130,128,Pitta-Kapha
19,32,107,Kapha
133,57,37,Vata
135,101,14,Vata
131,98,19,Vata
147,46,88,Vata
86,1,32,Vata
17,53,126,Kapha
91,136,35,Pitta
141,112,99,Vata
93,85,7,Vata
123,140,46,Pitta
30,149,66,Pitta
115,123,83,Pitta
54,51,100,Kapha
5,105,65,Pitta
114,99,96,Vata
43,133,3,Pitta
39,148,55,Pitta
56,51,137,Kapha
144,2,70,Vata
8,131,127,Pitta-Kapha
81,71,138,Kapha
34,104,119,Kapha
35,107,103,Pitta-Kapha
59,110,39,Pitta
94,96,111,Kapha
36,32,82,Kapha
78,91,145,Kapha
58,55,27,Vata-Pitta
76,84,117,Kapha
47,130,69,Pitta
122,104,17,Vata
115,102,71,Vata
25,50,109,Kapha
14,58,27,Pitta
112,0,17,Vata
27,78,36,Pitta
57,127,114,Pitta
127,98,120,Vata
137,134,141,Kapha-Vata
93,96,93,Pitta-Vata
2,67,8,Pitta
34,28,63,Kapha
124,115,91,Vata
41,56,19,Pitta
92,139,21,Pitta
130,92,33,Vata
133,30,73,Vata
80,68,11,Vata
126,68,53,Vata
41,137,39,Pitta
87,15,12,Vata
131,70,35,Vata
15,35,100,Kapha
148,121,55,Vata
111,117,95,Pitta
79,24,144,Kapha
69,50,143,Kapha
124,106,86,Vata
83,73,45,Vata
100,89,142,Kapha
147,103,37,Vata
59,58,132,Kapha
12,39,144,Kapha
101,114,67,Pitta
103,98,89,Vata-Pitta
98,122,85,Pitta
4,83,80,Pitta-Kapha
25,125,134,Kapha
3,42,83,Kapha
113,51,145,Kapha
70,149,48,Pitta
45,118,80,Pitta
89,148,118,Pitta
119,111,4,Vata
69,41,10,Vata
111,100,81,Vata
116,19,40,Vata
69,21,45,Vata
107,52,61,Vata
59,142,107,Pitta
104,110,68,Pitta
53,106,24,Pitta
47,64,86,Kapha
7,92,13,Pitta
136,116,105,Vata
126,87,6,Vata
86,98,11,Pitta
24,63,139,Kapha
101,87,81,Vata
137,100,135,Vata-Kapha
92,76,80,Vata
59,148,114,Pitta
140,133,95,Vata
78,22,125,Kapha
52,20,71,Kapha
139,65,52,Vata
53,114,131,Kapha
41,148,117,Pitta
23,60,40,Pitta
80,40,150,Kapha
68,101,140,Kapha
100,21,16,Vata
58,35,38,Vata
32,38,54,Kapha
8,144,7,Pitta
5,92,98,Kapha
58,62,96,Kapha
91,45,9,Vata
43,52,20,Pitta
147,118,134,Vata
78,103,87,Pitta
57,69,123,Kapha
24,128,81,Pitta
108,63,85,Vata
120,117,40,Vata-Pitta
84,32,84,Vata-Kapha
40,64,44,Pitta
73,77,102,Kapha
8,66,115,Kapha
66,22,45,Vata
27,53,16,Pitta
2,63,32,Pitta
131,29,36,Vata
144,35,4,Vata
15,58,28,Pitta
119,129,0,Pitta
116,66,145,Kapha
22,9,97,Kapha
53,133,138,Kapha-Pitta
7,48,37,Pitta
91,75,21,Vata
44,86,146,Kapha
44,79,94,Kapha
86,48,88,Kapha-Vata
24,23,132,Kapha
136,104,16,Vata
23,5,129,Kapha
70,36,61,Vata
136,57,19,Vata
20,92,22,Pitta
38,122,59,Pitta
38,43,39,Pitta
52,23,104,Kapha
134,129,95,Vata-Pitta
48,5,53,Kapha
142,113,142,Vata-Kapha
116,7,49,Vata
4,129,72,Pitta
60,105,22,Pitta
128,93,29,Vata
22,150,80,Pitta
76,74,136,Kapha
120,54,19,Vata
111,59,123,Kapha
90,144,149,Kapha-Pitta
143,41,2,Vata
43,93,135,Kapha
73,137,64,Pitta
76,101,22,Pitta
27,13,60,Kapha
92,41,142,Kapha
28,90,54,Pitta
93,134,34,Pitta
95,54,105,Kapha
63,28,51,Vata
69,104,150,Kapha
47,78,139,Kapha
23,53,91,Kapha
131,123,147,Kapha
112,43,73,Vata
42,2,33,Vata
20,80,50,Pitta
51,116,75,Pitta
26,62,50,Pitta
1,128,69,Pitta
86,69,147,Kapha
115,3,29,Vata
114,49,16,Vata
30,127,101,Pitta
34,146,147,Kapha-Pitta
83,103,58,Pitta
56,4,21,Vata
17,115,108,Pitta
13,79,49,Pitta
37,69,82,Kapha
99,45,20,Vata
99,100,147,Kapha
18,131,150,Kapha
89,44,62,Vata
43,79,19,Pitta
39,33,27,Vata
0,96,17,Pitta
73,82,11,Pitta
42,135,94,Pitta
30,96,4,Pitta
97,102,108,Kapha
96,81,123,Kapha
44,70,17,Pitta
85,12,103,Kapha
84,21,15,Vata
13,99,63,Pitta
88,21,7,Vata
77,102,48,Pitta
35,59,84,Kapha
45,106,16,Pitta
111,130,64,Pitta
51,56,36,Pitta
145,120,143,Vata-Kapha
88,116,7,Pitta
12,82,77,Pitta-Kapha
63,61,119,Kapha
24,5,51,Kapha
92,22,93,Kapha-Vata
71,6,128,Kapha
44,116,68,Pitta
62,27,23,Vata
96,21,95,Vata-Kapha
37,148,36,Pitta
10,147,13,Pitta
134,91,60,Vata
64,40,126,Kapha
106,97,9,Vata
93,142,117,Pitta
3,25,145,Kapha
28,77,38,Pitta
0,106,58,Pitta
130,5,30,Vata
122,98,59,Vata
50,102,67,Pitta
104,130,97,Pitta
53,27,87,Kapha
109,11,143,Kapha
150,145,137,Vata-Pitta
149,2,39,Vata
138,21,114,Vata
37,24,96,Kapha
124,99,67,Vata
27,56,69,Kapha
135,141,147,Kapha
99,49,63,Vata
83,61,144,Kapha
131,125,83,Vata
144,94,109,Vata
33,121,115,Pitta
63,142,127,Pitta
114,81,69,Vata
30,17,79,Kapha
55,91,99,Kapha
55,73,130,Kapha
39,13,62,Kapha
139,105,113,Vata
20,140,92,Pitta
82,73,53,Vata
24,83,136,Kapha
150,47,4,Vata
47,133,146,Kapha
125,4,144,Kapha
150,34,112,Vata
134,86,45,Vata
50,13,64,Kapha
38,68,58,Pitta
65,108,43,Pitta
65,96,13,Pitta
133,79,46,Vata
145,66,83,Vata
11,131,55,Pitta
42,38,71,Kapha
34,8,132,Kapha
23,115,88,Pitta
73,16,68,Vata-Kapha
93,106,77,Pitta
22,15,62,Kapha
142,39,87,Vata
21,83,108,Kapha
102,77,106,Kapha-Vata
32,49,21,Pitta
28,77,97,Kapha
56,130,34,Pitta
71,124,13,Pitta
10,96,85,Pitta
35,112,50,Pitta
106,70,35,Vata
127,14,132,Kapha-Vata
68,148,107,Pitta
64,11,33,Vata
51,61,117,Kapha
62,102,84,Pitta
107,54,48,Vata
82,128,115,Pitta
62,92,96,Kapha-Pitta
103,112,29,Pitta
117,32,74,Vata
44,48,112,Kapha
96,3,35,Vata
144,86,46,Vata
57,121,86,Pitta
32,130,19,Pitta
127,64,147,Kapha
129,21,120,Vata
6,109,92,Pitta
39,112,57,Pitta
96,50,80,Vata
55,35,140,Kapha
27,18,16,Vata
126,66,101,Vata
87,87,148,Kapha
73,21,149,Kapha
111,127,91,Pitta
130,93,5,Vata
139,132,98,Vata
23,7,5,Vata
80,123,34,Pitta
30,54,72,Kapha
60,47,73,Kapha
69,102,133,Kapha
38,137,80,Pitta
2,145,79,Pitta
74,56,145,Kapha
96,13,145,Kapha
52,16,77,Kapha
54,119,108,Pitta
63,118,126,Kapha
0,90,65,Pitta
140,109,112,Vata
144,89,103,Vata
47,136,37,Pitta
146,31,43,Vata
10,119,99,Pitta
115,86,46,Vata
97,133,65,Pitta
18,125,42,Pitta
107,148,30,Pitta
111,48,64,Vata
90,44,138,Kapha
110,143,15,Pitta
137,115,16,Vata
120,49,8,Vata
103,26,26,Vata
56,0,21,Vata
4,24,91,Kapha
62,29,14,Vata
118,34,33,Vata
0,51,109,Kapha
113,29,123,Kapha
